,index,name,injury_10,injury_11,injury_12,injury_13,injury_14,injury_15,injury_16,injury_17,injury_18,height,weight,year_start,year_end,position,birth_date,played_10,played_11,played_12,played_13,played_14,played_15,played_16,played_17,played_18,G_position,F_position,C_position,years_played_before_2010,year_of_birth,age_at_2010,total_injuries,total_years_played,total_number_injuries
385,395,Ton Battie,0,0,0,0,0,0,0,0,0,211.0,104.0,1998,2012,C-F,11-Feb-76,1,1,1,0,0,0,0,0,0,0,0,0,12,1976,34,0,3,0
386,396,Bra Beal,0,0,0,0,0,0,0,0,0,196.0,93.0,2013,2018,G,28-Jun-93,0,0,0,1,1,1,1,1,1,1,0,0,0,1993,17,0,6,0
387,397,Mal Beasley,0,0,0,0,0,0,0,0,0,196.0,88.0,2017,2018,G,26-Nov-96,0,0,0,0,0,0,0,1,1,1,0,0,0,1996,14,0,2,0
388,398,Rod Beaubois,0,0,0,0,0,0,0,0,0,183.0,77.0,2010,2013,G,24-Feb-88,1,1,1,1,0,0,0,0,0,1,0,0,0,1988,22,0,4,0
389,399,Mar Belinelli,0,0,0,0,0,0,0,0,0,196.0,95.0,2008,2018,G-F,25-Mar-86,1,1,1,1,1,1,1,1,1,0,0,0,2,1986,24,0,9,0
390,400,Cha Bell,0,0,0,0,0,0,0,0,0,190.0,90.0,2002,2011,G,12-Mar-79,1,1,0,0,0,0,0,0,0,1,0,0,8,1979,31,0,2,0
391,401,Raj Bell,0,0,0,0,0,0,0,0,0,196.0,92.0,2001,2012,G,19-Sep-76,1,1,1,0,0,0,0,0,0,1,0,0,9,1976,34,0,3,0
392,402,DeA Bembry,0,0,0,0,0,0,0,0,0,198.0,95.0,2017,2018,F,4-Jul-94,0,0,0,0,0,0,0,1,1,0,1,0,0,1994,16,0,2,0
393,403,Dra Bender,0,0,0,0,0,0,0,0,0,216.0,102.0,2017,2018,F,17-Nov-97,0,0,0,0,0,0,0,1,1,0,1,0,0,1997,13,0,2,0
394,404,Jon Bender,0,0,0,0,0,0,0,0,0,211.0,91.0,2000,2010,F,30-Jan-81,1,0,0,0,0,0,0,0,0,0,1,0,10,1981,29,0,1,0
395,405,Jer Benimon,0,0,0,0,0,0,0,0,0,203.0,111.0,2015,2015,F,1-Aug-91,0,0,0,0,0,1,0,0,0,0,1,0,0,1991,19,0,1,0
396,406,Kei Benson,0,0,0,0,0,0,0,0,0,208.0,106.0,2012,2012,C,13-Aug-88,0,0,1,0,0,0,0,0,0,0,0,1,0,1988,22,0,1,0
397,407,Ben Bentil,0,0,0,0,0,0,0,0,0,206.0,106.0,2017,2017,F,29-Mar-95,0,0,0,0,0,0,0,1,0,0,1,0,0,1995,15,0,1,0
398,408,Dav Bertans,0,0,0,0,0,0,0,0,0,208.0,95.0,2017,2018,F,12-Nov-92,0,0,0,0,0,0,0,1,1,0,1,0,0,1992,18,0,2,0
399,409,Sim Bhullar,0,0,0,0,0,0,0,0,0,226.0,163.0,2015,2015,C,2-Dec-92,0,0,0,0,0,1,0,0,0,0,0,1,0,1992,18,0,1,0
400,410,Mik Bibby,0,0,0,0,0,0,0,0,0,185.0,86.0,1999,2012,G,13-May-78,1,1,1,0,0,0,0,0,0,1,0,0,11,1978,32,0,3,0
401,411,And Biedrins,0,0,0,0,0,0,0,0,0,211.0,108.0,2005,2014,C,2-Apr-86,1,1,1,1,1,0,0,0,0,0,0,1,5,1986,24,0,5,0
402,412,Nem Bjelica,0,0,0,0,0,0,0,0,0,208.0,108.0,2016,2018,F,9-May-88,0,0,0,0,0,0,1,1,1,0,1,0,0,1988,22,0,3,0
403,413,Tar Black,0,0,0,0,0,0,0,0,0,206.0,113.0,2015,2018,C-F,22-Nov-91,0,0,0,0,0,1,1,1,1,0,0,0,0,1991,19,0,4,0
404,414,Ste Blake,0,0,0,0,0,0,0,0,0,190.0,78.0,2004,2016,G,26-Feb-80,1,1,1,1,1,1,1,0,0,1,0,0,6,1980,30,0,7,0
405,415,And Blatche,0,0,0,0,0,0,0,0,0,211.0,106.0,2006,2014,F,22-Aug-86,1,1,1,1,1,0,0,0,0,0,1,0,4,1986,24,0,5,0
406,416,Van Blue,0,0,0,0,0,0,0,0,0,193.0,90.0,2014,2018,G,17-Jul-92,0,0,0,0,1,1,1,1,1,1,0,0,0,1992,18,0,5,0
407,417,Kei Bogans,0,0,0,0,0,0,0,0,0,196.0,97.0,2004,2014,G-F,12-May-80,1,1,1,1,1,0,0,0,0,0,0,0,6,1980,30,0,5,0
408,418,Boj Bogdanovic,0,0,0,0,0,0,0,0,0,198.0,92.0,2015,2018,G-F,18-Apr-89,0,0,0,0,0,1,1,1,1,0,0,0,0,1989,21,0,4,0
409,419,Joe Bolomboy,0,0,0,0,0,0,0,0,0,206.0,106.0,2017,2018,F,28-Jan-94,0,0,0,0,0,0,0,1,1,0,1,0,0,1994,16,0,2,0
410,420,Dev Booker,0,0,0,0,0,0,0,0,0,198.0,93.0,2016,2018,G,30-Oct-96,0,0,0,0,0,0,1,1,1,1,0,0,0,1996,14,0,3,0
411,421,Jos Boone,0,0,0,0,0,0,0,0,0,208.0,107.0,2007,2010,F-C,21-Nov-84,1,0,0,0,0,0,0,0,0,0,0,0,3,1984,26,0,1,0
412,422,Rya Bowen,0,0,0,0,0,0,0,0,0,201.0,97.0,2000,2010,F,20-Nov-75,1,0,0,0,0,0,0,0,0,0,1,0,10,1975,35,0,1,0
413,423,Ear Boykins,0,0,0,0,0,0,0,0,0,165.0,61.0,1999,2012,G,2-Jun-76,1,1,1,0,0,0,0,0,0,1,0,0,11,1976,34,0,3,0
414,424,Cra Brackins,0,0,0,0,0,0,0,0,0,208.0,104.0,2011,2012,F,9-Oct-87,0,1,1,0,0,0,0,0,0,0,1,0,0,1987,23,0,2,0
415,425,Ave Bradley,0,0,0,0,0,0,0,0,0,188.0,81.0,2011,2018,G,26-Nov-90,0,1,1,1,1,1,1,1,1,1,0,0,0,1990,20,0,8,0
416,426,Elt Brand,0,0,0,0,0,0,0,0,0,203.0,124.0,2000,2016,F,11-Mar-79,1,1,1,1,1,1,1,0,0,0,1,0,10,1979,31,0,7,0
417,427,Cor Brewer,0,0,0,0,0,0,0,0,0,206.0,84.0,2008,2018,F-G,5-Mar-86,1,1,1,1,1,1,1,1,1,0,0,0,2,1986,24,0,9,0
418,428,Pri Brezec,0,0,0,0,0,0,0,0,0,218.0,114.0,2002,2010,C,2-Oct-79,1,0,0,0,0,0,0,0,0,0,0,1,8,1979,31,0,1,0
419,429,Jon Brockman,0,0,0,0,0,0,0,0,0,201.0,115.0,2010,2012,F,20-Mar-87,1,1,1,0,0,0,0,0,0,0,1,0,0,1987,23,0,3,0
420,430,Mal Brogdon,0,0,0,0,0,0,0,0,0,196.0,97.0,2017,2018,G,11-Dec-92,0,0,0,0,0,0,0,1,1,1,0,0,0,1992,18,0,2,0
421,431,Mar Brooks,0,0,0,0,0,0,0,0,0,196.0,90.0,2012,2014,G-F,26-Jan-89,0,0,1,1,1,0,0,0,0,0,0,0,0,1989,21,0,3,0
422,432,Ant Brown,0,0,0,0,0,0,0,0,0,206.0,111.0,2016,2017,F-G,10-Oct-92,0,0,0,0,0,0,1,1,0,0,0,0,0,1992,18,0,2,0
423,434,Der Brown,0,0,0,0,0,0,0,0,0,185.0,72.0,2010,2012,F,8-Sep-87,1,1,1,0,0,0,0,0,0,0,1,0,0,1987,23,0,3,0
424,435,Dev Brown,0,0,0,0,0,0,0,0,0,185.0,72.0,2003,2010,G,30-Dec-78,1,0,0,0,0,0,0,0,0,1,0,0,7,1978,32,0,1,0
425,436,Jab Brown,0,0,0,0,0,0,0,0,0,193.0,97.0,2015,2015,G,18-Dec-92,0,0,0,0,0,1,0,0,0,1,0,0,0,1992,18,0,1,0
426,437,Kwa Brown,0,0,0,0,0,0,0,0,0,211.0,122.0,2002,2013,F,10-Mar-82,1,1,1,1,0,0,0,0,0,0,1,0,8,1982,28,0,4,0
427,438,Lor Brown,0,0,0,0,0,0,0,0,0,196.0,85.0,2014,2018,G,26-Aug-90,0,0,0,0,1,1,1,1,1,1,0,0,0,1990,20,0,5,0
428,440,Sha Brown,0,0,0,0,0,0,0,0,0,193.0,92.0,2007,2015,G,29-Nov-85,1,1,1,1,1,1,0,0,0,1,0,0,3,1985,25,0,6,0
429,441,Nic Brussino,0,0,0,0,0,0,0,0,0,201.0,88.0,2017,2018,G-F,2-Mar-93,0,0,0,0,0,0,0,1,1,0,0,0,0,1993,17,0,2,0
430,442,Kob Bryant,0,0,0,0,0,0,0,0,0,198.0,96.0,1997,2016,G-F,23-Aug-78,1,1,1,1,1,1,1,0,0,0,0,0,13,1978,32,0,7,0
431,443,Reg Bullock,0,0,0,0,0,0,0,0,0,201.0,92.0,2014,2018,G-F,16-Mar-91,0,0,0,0,1,1,1,1,1,0,0,0,0,1991,19,0,5,0
432,444,Tre Burke,0,0,0,0,0,0,0,0,0,185.0,86.0,2014,2017,G,12-Nov-92,0,0,0,0,1,1,1,1,0,1,0,0,0,1992,18,0,4,0
433,445,Ras Butler,0,0,0,0,0,0,0,0,0,201.0,97.0,2003,2016,F-G,23-May-79,1,1,1,1,1,1,1,0,0,0,0,0,7,1979,31,0,7,0
434,446,Dwi Buycks,0,0,0,0,0,0,0,0,0,190.0,86.0,2014,2015,G,6-Mar-89,0,0,0,0,1,1,0,0,0,1,0,0,0,1989,21,0,2,0
435,447,Der Byars,0,0,0,0,0,0,0,0,0,201.0,99.0,2012,2012,F,25-Apr-84,0,0,1,0,0,0,0,0,0,0,1,0,0,1984,26,0,1,0
436,448,Nic Calathes,0,0,0,0,0,0,0,0,0,198.0,96.0,2014,2015,G,7-Feb-89,0,0,0,0,1,1,0,0,0,1,0,0,0,1989,21,0,2,0
437,449,Jos Calderon,0,0,0,0,0,0,0,0,0,190.0,90.0,2006,2018,G,28-Sep-81,1,1,1,1,1,1,1,1,1,1,0,0,4,1981,29,0,9,0
438,450,Ken Caldwell-Pope,0,0,0,0,0,0,0,0,0,196.0,92.0,2014,2018,G,18-Feb-93,0,0,0,0,1,1,1,1,1,1,0,0,0,1993,17,0,5,0
439,451,Cli Capela,0,0,0,0,0,0,0,0,0,206.0,98.0,2015,2018,C,18-May-94,0,0,0,0,0,1,1,1,1,0,0,1,0,1994,16,0,4,0
440,452,Bri Cardinal,0,0,0,0,0,0,0,0,0,203.0,111.0,2001,2012,F,2-May-77,1,1,1,0,0,0,0,0,0,0,1,0,9,1977,33,0,3,0
441,453,Rod Carney,0,0,0,0,0,0,0,0,0,201.0,92.0,2007,2011,F,15-Apr-84,1,1,0,0,0,0,0,0,0,0,1,0,3,1984,26,0,2,0
442,454,Mat Carroll,0,0,0,0,0,0,0,0,0,198.0,96.0,2004,2013,G,28-Aug-80,1,1,1,1,0,0,0,0,0,1,0,0,6,1980,30,0,4,0
443,455,Ant Carter,0,0,0,0,0,0,0,0,0,185.0,86.0,2000,2012,G,16-Jun-75,1,1,1,0,0,0,0,0,0,1,0,0,10,1975,35,0,3,0
444,456,Wil Cherry,0,0,0,0,0,0,0,0,0,183.0,83.0,2015,2015,G,8-Feb-91,0,0,0,0,0,1,0,0,0,1,0,0,0,1991,19,0,1,0
445,457,Jos Childress,0,0,0,0,0,0,0,0,0,203.0,95.0,2005,2014,G-F,20-Jun-83,1,1,1,1,1,0,0,0,0,0,0,0,5,1983,27,0,5,0
446,458,Mar Chriss,0,0,0,0,0,0,0,0,0,208.0,105.0,2017,2018,F,2-Jul-97,0,0,0,0,0,0,0,1,1,0,1,0,0,1997,13,0,2,0
447,459,Dio Christmas,0,0,0,0,0,0,0,0,0,196.0,92.0,2014,2014,G,15-Sep-86,0,0,0,0,1,0,0,0,0,1,0,0,0,1986,24,0,1,0
448,460,Rak Christmas,0,0,0,0,0,0,0,0,0,206.0,113.0,2016,2017,F,1-Dec-91,0,0,0,0,0,0,1,1,0,0,1,0,0,1991,19,0,2,0
449,461,Sem Christon,0,0,0,0,0,0,0,0,0,190.0,86.0,2017,2017,G,1-Nov-92,0,0,0,0,0,0,0,1,0,1,0,0,0,1992,18,0,1,0
450,462,Pat Christopher,0,0,0,0,0,0,0,0,0,196.0,94.0,2015,2015,G-F,3-Jun-88,0,0,0,0,0,1,0,0,0,0,0,0,0,1988,22,0,1,0
451,463,Ian Clark,0,0,0,0,0,0,0,0,0,190.0,79.0,2014,2018,G,7-Mar-91,0,0,0,0,1,1,1,1,1,1,0,0,0,1991,19,0,5,0
452,464,Cot Clarke,0,0,0,0,0,0,0,0,0,201.0,105.0,2016,2016,F,4-Jul-92,0,0,0,0,0,0,1,0,0,0,1,0,0,1992,18,0,1,0
453,465,Vic Claver,0,0,0,0,0,0,0,0,0,206.0,101.0,2013,2015,F,30-Aug-88,0,0,0,1,1,1,0,0,0,0,1,0,0,1988,22,0,3,0
454,466,Nor Cole,0,0,0,0,0,0,0,0,0,188.0,79.0,2012,2017,G,13-Oct-88,0,0,1,1,1,1,1,1,0,1,0,0,0,1988,22,0,6,0
455,467,Jar Collins,0,0,0,0,0,0,0,0,0,193.0,88.0,2002,2011,F-C,2-Dec-78,1,1,0,0,0,0,0,0,0,0,0,0,8,1978,32,0,2,0
456,468,Mar Collins,0,0,0,0,0,0,0,0,0,198.0,99.0,2007,2010,G,4-Aug-84,1,0,0,0,0,0,0,0,0,1,0,0,3,1984,26,0,1,0
457,469,She Collins,0,0,0,0,0,0,0,0,0,180.0,92.0,2011,2011,G,18-Mar-87,0,1,0,0,0,0,0,0,0,1,0,0,0,1987,23,0,1,0
458,470,Mik Conley,0,0,0,0,0,0,0,0,0,185.0,79.0,2008,2018,G,11-Oct-87,1,1,1,1,1,1,1,1,1,1,0,0,2,1987,23,0,9,0
459,471,Pat Connaughton,0,0,0,0,0,0,0,0,0,196.0,93.0,2016,2018,G,6-Jan-93,0,0,0,0,0,0,1,1,1,1,0,0,0,1993,17,0,3,0
460,472,Wil Conroy,0,0,0,0,0,0,0,0,0,188.0,88.0,2007,2013,G,8-Dec-82,1,1,1,1,0,0,0,0,0,1,0,0,3,1982,28,0,4,0
461,473,Bri Cook,0,0,0,0,0,0,0,0,0,206.0,106.0,2004,2012,F,4-Dec-80,1,1,1,0,0,0,0,0,0,0,1,0,6,1980,30,0,3,0
462,474,Dae Cook,0,0,0,0,0,0,0,0,0,190.0,83.0,2008,2013,G,28-Apr-87,1,1,1,1,0,0,0,0,0,1,0,0,2,1987,23,0,4,0
463,475,Qui Cook,0,0,0,0,0,0,0,0,0,188.0,83.0,2017,2018,G,23-Mar-93,0,0,0,0,0,0,0,1,1,1,0,0,0,1993,17,0,2,0
464,476,Jac Cooley,0,0,0,0,0,0,0,0,0,206.0,117.0,2015,2018,F-C,4-Apr-91,0,0,0,0,0,1,1,1,1,0,0,0,0,1991,19,0,4,0
465,477,Bry Cotton,0,0,0,0,0,0,0,0,0,185.0,74.0,2015,2016,G,11-Aug-92,0,0,0,0,0,1,1,0,0,1,0,0,0,1992,18,0,2,0
466,478,Mar Cousin,0,0,0,0,0,0,0,0,0,211.0,111.0,2011,2011,C,18-Dec-86,0,1,0,0,0,0,0,0,0,0,0,1,0,1986,24,0,1,0
467,479,Jor Crawford,0,0,0,0,0,0,0,0,0,196.0,95.0,2011,2018,G,23-Oct-88,0,1,1,1,1,1,1,1,1,1,0,0,0,1988,22,0,8,0
468,480,Jae Crowder,0,0,0,0,0,0,0,0,0,198.0,106.0,2013,2018,F,6-Jul-90,0,0,0,1,1,1,1,1,1,0,1,0,0,1990,20,0,6,0
469,481,Jar Cunningham,0,0,0,0,0,0,0,0,0,193.0,88.0,2013,2016,G,22-May-91,0,0,0,1,1,1,1,0,0,1,0,0,0,1991,19,0,4,0
470,482,Edd Curry,0,0,0,0,0,0,0,0,0,213.0,133.0,2002,2013,C,5-Dec-82,1,1,1,1,0,0,0,0,0,0,0,1,8,1982,28,0,4,0
471,483,Jam Curry,0,0,0,0,0,0,0,0,0,190.0,86.0,2010,2010,G,7-Jan-86,1,0,0,0,0,0,0,0,0,1,0,0,0,1986,24,0,1,0
472,484,Sam Dalembert,0,0,0,0,0,0,0,0,0,211.0,115.0,2002,2015,C,10-May-81,1,1,1,1,1,1,0,0,0,0,0,1,8,1981,29,0,6,0
473,485,Eri Dampier,0,0,0,0,0,0,0,0,0,211.0,120.0,1997,2012,C,14-Jul-75,1,1,1,0,0,0,0,0,0,0,0,1,13,1975,35,0,3,0
474,486,Ant Daniels,0,0,0,0,0,0,0,0,0,193.0,88.0,1998,2011,G,19-Mar-75,1,1,0,0,0,0,0,0,0,1,0,0,12,1975,35,0,2,0
475,487,Mar Daniels,0,0,0,0,0,0,0,0,0,198.0,90.0,2004,2013,G-F,7-Jan-81,1,1,1,1,0,0,0,0,0,0,0,0,6,1981,29,0,4,0
476,488,Lui Datome,0,0,0,0,0,0,0,0,0,203.0,97.0,2014,2015,F,27-Nov-87,0,0,0,0,1,1,0,0,0,0,1,0,0,1987,23,0,2,0
477,489,Bra Davies,0,0,0,0,0,0,0,0,0,208.0,108.0,2014,2015,F,25-Jul-91,0,0,0,0,1,1,0,0,0,0,1,0,0,1991,19,0,2,0
478,490,Ed Davis,0,0,0,0,0,0,0,0,0,208.0,108.0,2011,2018,F,5-Jun-89,0,1,1,1,1,1,1,1,1,0,1,0,0,1989,21,0,8,0
479,491,Jos Davis,0,0,0,0,0,0,0,0,0,188.0,77.0,2004,2012,F,10-Aug-80,1,1,1,0,0,0,0,0,0,0,1,0,6,1980,30,0,3,0
480,492,Pau Davis,0,0,0,0,0,0,0,0,0,211.0,122.0,2007,2010,C,21-Jul-84,1,0,0,0,0,0,0,0,0,0,0,1,3,1984,26,0,1,0
481,493,Ric Davis,0,0,0,0,0,0,0,0,0,198.0,88.0,1999,2010,G,23-Sep-79,1,0,0,0,0,0,0,0,0,1,0,0,11,1979,31,0,1,0
482,494,And Dawkins,0,0,0,0,0,0,0,0,0,196.0,97.0,2015,2015,G,19-Sep-91,0,0,0,0,0,1,0,0,0,1,0,0,0,1991,19,0,1,0
483,495,Bra Dawson,0,0,0,0,0,0,0,0,0,198.0,102.0,2016,2016,F,1-Feb-93,0,0,0,0,0,0,1,0,0,0,1,0,0,1993,17,0,1,0
484,496,Eri Dawson,0,0,0,0,0,0,0,0,0,206.0,113.0,2012,2012,F,7-Jul-84,0,0,1,0,0,0,0,0,0,0,1,0,0,1984,26,0,1,0
485,497,Aus Daye,0,0,0,0,0,0,0,0,0,211.0,99.0,2010,2015,F,5-Jun-88,1,1,1,1,1,1,0,0,0,0,1,0,0,1988,22,0,6,0
486,498,Nan De,0,0,0,0,0,0,0,0,0,206.0,97.0,2013,2014,G,23-Jun-87,0,0,0,1,1,0,0,0,0,1,0,0,0,1987,23,0,2,0
487,499,Bry Dejean-Jones,0,0,0,0,0,0,0,0,0,198.0,94.0,2016,2016,G,21-Aug-92,0,0,0,0,0,0,1,0,0,1,0,0,0,1992,18,0,1,0
488,500,Sam Dekker,0,0,0,0,0,0,0,0,0,206.0,104.0,2016,2018,F,6-May-94,0,0,0,0,0,0,1,1,1,0,1,0,0,1994,16,0,3,0
489,501,Car Delfino,0,0,0,0,0,0,0,0,0,198.0,104.0,2005,2013,G,29-Aug-82,1,1,1,1,0,0,0,0,0,1,0,0,5,1982,28,0,4,0
490,502,Jus Dentmon,0,0,0,0,0,0,0,0,0,180.0,83.0,2012,2013,G,5-Sep-85,0,0,1,1,0,0,0,0,0,1,0,0,0,1985,25,0,2,0
491,503,DeM DeRozan,0,0,0,0,0,0,0,0,0,201.0,100.0,2010,2018,G-F,7-Aug-89,1,1,1,1,1,1,1,1,1,0,0,0,0,1989,21,0,9,0
492,504,Che Diallo,0,0,0,0,0,0,0,0,0,206.0,99.0,2017,2018,F,13-Sep-96,0,0,0,0,0,0,0,1,1,0,1,0,0,1996,14,0,2,0
493,505,Bor Diaw,0,0,0,0,0,0,0,0,0,203.0,113.0,2004,2017,F-C,16-Apr-82,1,1,1,1,1,1,1,1,0,0,0,0,6,1982,28,0,8,0
494,506,Yak Diawara,0,0,0,0,0,0,0,0,0,201.0,102.0,2007,2010,G-F,29-Aug-82,1,0,0,0,0,0,0,0,0,0,0,0,3,1982,28,0,1,0
495,507,Tra Diener,0,0,0,0,0,0,0,0,0,185.0,79.0,2006,2010,G,1-Mar-82,1,0,0,0,0,0,0,0,0,1,0,0,4,1982,28,0,1,0
496,508,Gor Dieng,0,0,0,0,0,0,0,0,0,211.0,109.0,2014,2018,C,18-Jan-90,0,0,0,0,1,1,1,1,1,0,0,1,0,1990,20,0,5,0
497,509,Ike Diogu,0,0,0,0,0,0,0,0,0,203.0,113.0,2006,2012,F,11-Sep-83,1,1,1,0,0,0,0,0,0,0,1,0,4,1983,27,0,3,0
498,510,Ton Douglas,0,0,0,0,0,0,0,0,0,188.0,88.0,2010,2017,G,16-Mar-86,1,1,1,1,1,1,1,1,0,1,0,0,0,1986,24,0,8,0
499,511,Chr Douglas-Roberts,0,0,0,0,0,0,0,0,0,201.0,90.0,2009,2015,G,8-Jan-87,1,1,1,1,1,1,0,0,0,1,0,0,1,1987,23,0,6,0
500,512,Zab Dowdell,0,0,0,0,0,0,0,0,0,190.0,86.0,2011,2011,G,10-Sep-84,0,1,0,0,0,0,0,0,0,1,0,0,0,1984,26,0,1,0
501,513,Zor Dragic,0,0,0,0,0,0,0,0,0,196.0,90.0,2015,2015,G-F,22-Jun-89,0,0,0,0,0,1,0,0,0,0,0,0,0,1989,21,0,1,0
502,515,And Drummond,0,0,0,0,0,0,0,0,0,211.0,126.0,2013,2018,C,10-Aug-93,0,0,0,1,1,1,1,1,1,0,0,1,0,1993,17,0,6,0
503,516,Chr Duhon,0,0,0,0,0,0,0,0,0,185.0,83.0,2005,2013,G,31-Aug-82,1,1,1,1,0,0,0,0,0,1,0,0,5,1982,28,0,4,0
504,517,Duj Dukan,0,0,0,0,0,0,0,0,0,206.0,99.0,2016,2016,F,4-Dec-91,0,0,0,0,0,0,1,0,0,0,1,0,0,1991,19,0,1,0
505,518,Ron Dupree,0,0,0,0,0,0,0,0,0,201.0,94.0,2004,2011,F,26-Jan-81,1,1,0,0,0,0,0,0,0,0,1,0,6,1981,29,0,2,0
506,519,Jer Dyson,0,0,0,0,0,0,0,0,0,190.0,81.0,2012,2012,G,1-May-87,0,0,1,0,0,0,0,0,0,1,0,0,0,1987,23,0,1,0
507,520,Dev Ebanks,0,0,0,0,0,0,0,0,0,206.0,97.0,2011,2013,F,28-Oct-89,0,1,1,1,0,0,0,0,0,0,1,0,0,1989,21,0,3,0
508,521,Jar Eddie,0,0,0,0,0,0,0,0,0,201.0,98.0,2016,2017,G-F,30-Oct-91,0,0,0,0,0,0,1,1,0,0,0,0,0,1991,19,0,2,0
509,522,Sha Edwards,0,0,0,0,0,0,0,0,0,201.0,99.0,2014,2014,F,31-May-87,0,0,0,0,1,0,0,0,0,0,1,0,0,1987,23,0,1,0
510,523,Hen Ellenson,0,0,0,0,0,0,0,0,0,211.0,111.0,2017,2018,F,13-Jan-97,0,0,0,0,0,0,0,1,1,0,1,0,0,1997,13,0,2,0
511,524,Way Ellington,0,0,0,0,0,0,0,0,0,193.0,90.0,2010,2018,G,29-Oct-87,1,1,1,1,1,1,1,1,1,1,0,0,0,1987,23,0,9,0
512,525,Mon Ellis,0,0,0,0,0,0,0,0,0,190.0,83.0,2006,2017,G,26-Oct-85,1,1,1,1,1,1,1,1,0,1,0,0,4,1985,25,0,8,0
513,526,Mel Ely,0,0,0,0,0,0,0,0,0,208.0,117.0,2003,2014,C,2-May-78,1,1,1,1,1,0,0,0,0,0,0,1,7,1978,32,0,5,0
514,527,And Emmett,0,0,0,0,0,0,0,0,0,196.0,104.0,2005,2012,F,27-Aug-82,1,1,1,0,0,0,0,0,0,0,1,0,5,1982,28,0,3,0
515,528,Kim English,0,0,0,0,0,0,0,0,0,198.0,90.0,2013,2013,G,24-Sep-88,0,0,0,1,0,0,0,0,0,1,0,0,0,1988,22,0,1,0
516,529,Tyl Ennis,0,0,0,0,0,0,0,0,0,190.0,87.0,2015,2018,G,24-Aug-94,0,0,0,0,0,1,1,1,1,1,0,0,0,1994,16,0,4,0
517,530,Sem Erden,0,0,0,0,0,0,0,0,0,213.0,108.0,2011,2012,C,28-Jul-86,0,1,1,0,0,0,0,0,0,0,0,1,0,1986,24,0,2,0
518,531,Jer Evans,0,0,0,0,0,0,0,0,0,206.0,90.0,2011,2016,F,24-Oct-87,0,1,1,1,1,1,1,0,0,0,1,0,0,1987,23,0,6,0
519,532,Reg Evans,0,0,0,0,0,0,0,0,0,203.0,111.0,2003,2015,F,18-May-80,1,1,1,1,1,1,0,0,0,0,1,0,7,1980,30,0,6,0
520,534,Chr Eyenga,0,0,0,0,0,0,0,0,0,196.0,95.0,2011,2012,F,22-Jun-89,0,1,1,0,0,0,0,0,0,0,1,0,0,1989,21,0,2,0
521,535,Ken Faried,0,0,0,0,0,0,0,0,0,203.0,103.0,2012,2018,F,19-Nov-89,0,0,1,1,1,1,1,1,1,0,1,0,0,1989,21,0,7,0
522,536,Kay Felder,0,0,0,0,0,0,0,0,0,175.0,79.0,2017,2018,G,29-Mar-95,0,0,0,0,0,0,0,1,1,1,0,0,0,1995,15,0,2,0
523,537,Cri Felicio,0,0,0,0,0,0,0,0,0,208.0,124.0,2016,2018,F-C,7-Jul-92,0,0,0,0,0,0,1,1,1,0,0,0,0,1992,18,0,3,0
524,538,Car Felix,0,0,0,0,0,0,0,0,0,198.0,91.0,2014,2014,G,17-Aug-90,0,0,0,0,1,0,0,0,0,1,0,0,0,1990,20,0,1,0
525,539,Ray Felton,0,0,0,0,0,0,0,0,0,185.0,92.0,2006,2018,G,26-Jun-84,1,1,1,1,1,1,1,1,1,1,0,0,4,1984,26,0,9,0
526,540,Rud Fernandez,0,0,0,0,0,0,0,0,0,198.0,83.0,2009,2012,G,4-Apr-85,1,1,1,0,0,0,0,0,0,1,0,0,1,1985,25,0,3,0
527,541,Yog Ferrell,0,0,0,0,0,0,0,0,0,183.0,81.0,2017,2018,G,9-May-93,0,0,0,0,0,0,0,1,1,1,0,0,0,1993,17,0,2,0
528,542,Kyr Fesenko,0,0,0,0,0,0,0,0,0,216.0,130.0,2008,2012,C,24-Dec-86,1,1,1,0,0,0,0,0,0,0,0,1,2,1986,24,0,3,0
529,543,Lan Fields,0,0,0,0,0,0,0,0,0,201.0,95.0,2011,2015,F,27-Jun-88,0,1,1,1,1,1,0,0,0,0,1,0,0,1988,22,0,5,0
530,544,Mic Finley,0,0,0,0,0,0,0,0,0,201.0,97.0,1996,2010,G-F,6-Mar-73,1,0,0,0,0,0,0,0,0,0,0,0,14,1973,37,0,1,0
531,545,Jon Flynn,0,0,0,0,0,0,0,0,0,183.0,83.0,2010,2012,G,6-Feb-89,1,1,1,0,0,0,0,0,0,1,0,0,0,1989,21,0,3,0
532,546,Jef Foote,0,0,0,0,0,0,0,0,0,213.0,120.0,2012,2012,C,14-Jul-87,0,0,1,0,0,0,0,0,0,0,0,1,0,1987,23,0,1,0
533,547,Bry Forbes,0,0,0,0,0,0,0,0,0,190.0,86.0,2017,2018,G,23-Jul-93,0,0,0,0,0,0,0,1,1,1,0,0,0,1993,17,0,2,0
534,548,T.J Ford,0,0,0,0,0,0,0,0,0,201.0,92.0,2004,2012,G,24-Mar-83,1,1,1,0,0,0,0,0,0,1,0,0,6,1983,27,0,3,0
535,549,Cou Fortson,0,0,0,0,0,0,0,0,0,180.0,83.0,2012,2012,G,23-May-88,0,0,1,0,0,0,0,0,0,1,0,0,0,1988,22,0,1,0
536,550,Jef Foster,0,0,0,0,0,0,0,0,0,211.0,107.0,2000,2012,F-C,16-Jan-77,1,1,1,0,0,0,0,0,0,0,0,0,10,1977,33,0,3,0
