,index,name,injury_10,injury_11,injury_12,injury_13,injury_14,injury_15,injury_16,injury_17,injury_18,height,weight,year_start,year_end,position,birth_date,played_10,played_11,played_12,played_13,played_14,played_15,played_16,played_17,played_18,G_position,F_position,C_position,years_played_before_2010,year_of_birth,age_at_2010,total_injuries,total_years_played,total_number_injuries
83,85,Eri Maynor,0,0,1,0,0,0,0,0,0,190.0,79.0,2010,2014,G,11-Jun-87,1,1,1,1,1,0,0,0,0,1,0,0,0,1987,23,1,5,1
84,86,Dir Nowitzki,0,0,2,0,0,0,0,0,0,213.0,111.0,1999,2018,F,19-Jun-78,1,1,1,1,1,1,1,1,1,0,1,0,11,1978,32,2,9,2
85,87,D.J White,0,0,1,0,0,0,0,0,0,190.0,90.0,2009,2014,F,31-Aug-86,1,1,1,1,1,0,0,0,0,0,1,0,1,1986,24,1,5,1
86,88,Nik Vucevic,0,0,1,0,0,1,0,0,0,213.0,117.0,2012,2018,C,24-Oct-90,0,0,1,1,1,1,1,1,1,0,0,1,0,1990,20,2,7,2
87,89,Luk Ridnour,0,0,1,0,0,0,0,0,0,188.0,79.0,2004,2015,G,13-Feb-81,1,1,1,1,1,1,0,0,0,1,0,0,6,1981,29,1,6,1
88,90,Jar Jack,0,0,1,0,0,0,1,1,0,190.0,90.0,2006,2018,G,28-Oct-83,1,1,1,1,1,1,1,1,1,1,0,0,4,1983,27,3,9,3
89,91,Bra Bass,0,0,1,0,0,0,0,0,0,203.0,113.0,2006,2017,F,30-Apr-85,1,1,1,1,1,1,1,1,0,0,1,0,4,1985,25,1,8,1
90,92,Dom McGuire,0,0,1,0,0,0,0,0,0,206.0,99.0,2008,2013,F,20-Oct-85,1,1,1,1,0,0,0,0,0,0,1,0,2,1985,25,1,4,1
91,93,Eme Okafor,0,0,1,0,0,0,0,0,0,208.0,114.0,2005,2013,C-F,28-Sep-82,1,1,1,1,0,0,0,0,0,0,0,0,5,1982,28,1,4,1
92,94,Ken Perkins,0,0,1,0,1,0,0,0,0,208.0,122.0,2004,2016,C,10-Nov-84,1,1,1,1,1,1,1,0,0,0,0,1,6,1984,26,2,7,2
93,95,Car Landry,0,0,1,0,1,0,0,0,0,206.0,112.0,2008,2016,F,19-Sep-83,1,1,1,1,1,1,1,0,0,0,1,0,2,1983,27,2,7,2
94,96,Ami Johnson,0,0,1,0,0,0,0,0,0,206.0,108.0,2006,2018,F-C,1-May-87,1,1,1,1,1,1,1,1,1,0,0,0,4,1987,23,1,9,1
95,97,Jar Jeffries,0,0,2,0,0,0,0,0,0,211.0,104.0,2003,2013,F,25-Nov-81,1,1,1,1,0,0,0,0,0,0,1,0,7,1981,29,2,4,2
96,98,Ric Rubio,0,0,2,0,0,1,0,0,0,193.0,87.0,2012,2018,G,21-Oct-90,0,0,1,1,1,1,1,1,1,1,0,0,0,1990,20,3,7,3
97,99,Kos Koufos,0,0,1,0,0,0,0,0,0,213.0,120.0,2009,2018,C,24-Feb-89,1,1,1,1,1,1,1,1,1,0,0,1,1,1989,21,1,9,1
98,100,Sha Marion,0,0,2,0,0,0,0,0,0,201.0,99.0,2000,2015,F,7-May-78,1,1,1,1,1,1,0,0,0,0,1,0,10,1978,32,2,6,2
99,101,Bre Haywood,0,0,1,0,0,1,0,0,0,213.0,121.0,2002,2015,C,27-Nov-79,1,1,1,1,1,1,0,0,0,0,0,1,8,1979,31,2,6,2
100,102,And Iguodala,0,0,1,0,1,0,0,1,1,198.0,97.0,2005,2018,G-F,28-Jan-84,1,1,1,1,1,1,1,1,1,0,0,0,5,1984,26,4,9,4
101,103,Jer Lin,0,0,1,1,0,1,0,1,0,190.0,90.0,2011,2018,G,23-Aug-88,0,1,1,1,1,1,1,1,1,1,0,0,0,1988,22,4,8,4
102,104,Tre Booker,0,0,1,0,0,0,0,0,0,203.0,103.0,2011,2018,F,25-Nov-87,0,1,1,1,1,1,1,1,1,0,1,0,0,1987,23,1,8,1
103,105,Jor Hill,0,0,1,0,1,0,0,0,0,208.0,106.0,2010,2017,C-F,27-Jul-87,1,1,1,1,1,1,1,1,0,0,0,0,0,1987,23,2,8,2
104,106,Gra Hill,0,0,2,0,0,0,0,0,0,203.0,102.0,1995,2013,F-G,5-Oct-72,1,1,1,1,0,0,0,0,0,0,0,0,15,1972,38,2,4,2
105,107,Jam Crawford,0,0,2,0,0,0,0,0,0,196.0,90.0,2001,2018,G,20-Mar-80,1,1,1,1,1,1,1,1,1,1,0,0,9,1980,30,2,9,2
106,108,Gar Forbes,0,0,1,0,0,0,0,0,0,201.0,99.0,2011,2012,F,25-Feb-85,0,1,1,0,0,0,0,0,0,0,1,0,0,1985,25,1,2,1
107,109,Ear Watson,0,0,1,0,0,0,0,0,0,185.0,88.0,2002,2014,G,12-Jun-79,1,1,1,1,1,0,0,0,0,1,0,0,8,1979,31,1,5,1
108,110,Jam Harden,0,0,1,0,0,0,0,0,1,196.0,99.0,2010,2018,G,26-Aug-89,1,1,1,1,1,1,1,1,1,1,0,0,0,1989,21,2,9,2
109,111,Ric Jefferson,0,0,1,0,0,0,0,1,0,201.0,105.0,2002,2018,F,21-Jun-80,1,1,1,1,1,1,1,1,1,0,1,0,8,1980,30,2,9,2
110,112,She Williams,0,0,1,0,0,0,0,0,0,185.0,91.0,2007,2012,F,21-Oct-83,1,1,1,0,0,0,0,0,0,0,1,0,3,1983,27,1,3,1
111,113,Ear Clark,0,0,1,0,0,0,0,0,0,208.0,102.0,2010,2015,F,17-Jan-88,1,1,1,1,1,1,0,0,0,0,1,0,0,1988,22,1,6,1
112,114,Al Harrington,0,0,2,1,0,0,0,0,0,206.0,104.0,1999,2014,F,17-Feb-80,1,1,1,1,1,0,0,0,0,0,1,0,11,1980,30,3,5,3
113,115,Ers Ilyasova,0,0,1,0,0,0,1,1,0,208.0,106.0,2007,2018,F,15-May-87,1,1,1,1,1,1,1,1,1,0,1,0,3,1987,23,3,9,3
114,116,Omr Casspi,0,0,1,0,1,0,0,0,0,206.0,102.0,2010,2018,F,22-Jun-88,1,1,1,1,1,1,1,1,1,0,1,0,0,1988,22,2,9,2
115,117,Der Rose,0,0,2,1,0,1,1,1,0,190.0,86.0,2009,2018,G,4-Oct-88,1,1,1,1,1,1,1,1,1,1,0,0,1,1988,22,6,9,6
116,118,Bar Davis,0,0,1,0,0,0,0,0,0,190.0,94.0,2000,2012,G,13-Apr-79,1,1,1,0,0,0,0,0,0,1,0,0,10,1979,31,1,3,1
117,119,Dwy Wade,0,0,1,2,2,0,1,2,0,193.0,99.0,2004,2018,G,17-Jan-82,1,1,1,1,1,1,1,1,1,1,0,0,6,1982,28,8,9,8
118,120,Bla Griffin,0,0,1,0,0,0,1,1,0,208.0,113.0,2011,2018,F,16-Mar-89,0,1,1,1,1,1,1,1,1,0,1,0,0,1989,21,3,8,3
119,121,Rob Lopez,0,0,1,0,0,0,0,0,0,213.0,115.0,2009,2018,C,1-Apr-88,1,1,1,1,1,1,1,1,1,0,0,1,1,1988,22,1,9,1
120,124,Ama Stoudemire,0,0,1,2,3,0,0,0,0,208.0,111.0,2003,2016,F-C,16-Nov-82,1,1,1,1,1,1,1,0,0,0,0,0,7,1982,28,6,7,6
121,125,Dan Granger,0,0,1,1,0,0,0,0,0,206.0,100.0,2006,2015,F,20-Apr-83,1,1,1,1,1,1,0,0,0,0,1,0,4,1983,27,2,6,2
122,126,Bra Rush,0,0,1,1,0,0,1,0,0,198.0,99.0,2009,2017,G-F,7-Jul-85,1,1,1,1,1,1,1,1,0,0,0,0,1,1985,25,3,8,3
123,127,DeJ Blair,0,0,1,1,0,0,1,0,0,201.0,122.0,2010,2016,F-C,22-Apr-89,1,1,1,1,1,1,1,0,0,0,0,0,0,1989,21,3,7,3
124,128,Cha Budinger,0,0,1,2,0,0,0,0,0,201.0,94.0,2010,2016,F,22-May-88,1,1,1,1,1,1,1,0,0,0,1,0,0,1988,22,3,7,3
125,129,Luk Harangody,0,0,1,0,0,0,0,0,0,203.0,111.0,2011,2012,F,2-Jan-88,0,1,1,0,0,0,0,0,0,0,1,0,0,1988,22,1,2,1
126,130,Kaw Leonard,0,0,1,2,0,0,0,0,0,201.0,104.0,2012,2018,F,29-Jun-91,0,0,1,1,1,1,1,1,1,0,1,0,0,1991,19,3,7,3
127,131,Tyr Evans,0,0,1,0,2,1,2,0,0,198.0,99.0,2010,2018,G-F,19-Sep-89,1,1,1,1,1,1,1,1,1,0,0,0,0,1989,21,6,9,6
128,132,Wil Green,0,0,1,0,0,0,0,0,0,193.0,90.0,2004,2015,G,28-Jul-81,1,1,1,1,1,1,0,0,0,1,0,0,6,1981,29,1,6,1
129,133,Pau Gasol,0,0,1,1,0,0,1,0,1,213.0,113.0,2002,2018,F-C,6-Jul-80,1,1,1,1,1,1,1,1,1,0,0,0,8,1980,30,4,9,4
130,134,P.J Tucker,0,0,1,0,0,0,0,0,0,206.0,97.0,2007,2018,F,5-May-85,1,1,1,1,1,1,1,1,1,0,1,0,3,1985,25,1,9,1
131,135,Kir Hinrich,0,0,1,0,0,1,0,0,0,193.0,86.0,2004,2016,G,2-Jan-81,1,1,1,1,1,1,1,0,0,1,0,0,6,1981,29,2,7,2
132,137,Fes Ezeli,0,0,1,2,0,0,2,1,0,211.0,115.0,2013,2016,C,21-Oct-89,0,0,0,1,1,1,1,0,0,0,0,1,0,1989,21,6,4,6
133,138,Der Fisher,0,0,1,0,0,0,0,0,0,185.0,90.0,1997,2014,G,9-Aug-74,1,1,1,1,1,0,0,0,0,1,0,0,13,1974,36,1,5,1
134,139,Ben Gordon,0,0,1,2,0,0,0,0,0,190.0,90.0,2005,2015,G,4-Apr-83,1,1,1,1,1,1,0,0,0,1,0,0,5,1983,27,3,6,3
135,140,C.J Watson,0,0,0,1,0,0,0,0,0,211.0,117.0,2008,2017,G,17-Apr-84,1,1,1,1,1,1,1,1,0,1,0,0,2,1984,26,1,8,1
136,141,Nen Hilario,0,0,0,2,2,0,0,0,0,211.0,113.0,2003,2018,F-C,13-Sep-82,1,1,1,1,1,1,1,1,1,0,0,0,7,1982,28,4,9,4
137,142,And Varejao,0,0,0,1,1,0,0,0,0,208.0,123.0,2005,2017,F-C,28-Sep-82,1,1,1,1,1,1,1,1,0,0,0,0,5,1982,28,2,8,2
138,143,Qui Pondexter,0,0,0,1,0,1,2,1,0,201.0,99.0,2011,2018,G-F,10-Mar-88,0,1,1,1,1,1,1,1,1,0,0,0,0,1988,22,5,8,5
139,144,Chr Paul,0,0,0,1,0,0,0,1,0,183.0,79.0,2006,2018,G,6-May-85,1,1,1,1,1,1,1,1,1,1,0,0,4,1985,25,2,9,2
140,145,Raj Rondo,0,0,0,2,2,0,0,0,0,185.0,84.0,2007,2018,G,22-Feb-86,1,1,1,1,1,1,1,1,1,1,0,0,3,1986,24,4,9,4
141,146,Lou Williams,0,0,0,3,0,0,0,0,0,206.0,90.0,2006,2018,G,27-Oct-86,1,1,1,1,1,1,1,1,1,1,0,0,4,1986,24,3,9,3
142,147,Ton Parker,0,0,0,1,0,0,1,0,0,188.0,83.0,2002,2018,G,17-May-82,1,1,1,1,1,1,1,1,1,1,0,0,8,1982,28,2,9,2
143,148,Lea Barbosa,0,0,0,1,1,0,0,0,0,190.0,87.0,2004,2017,G,28-Nov-82,1,1,1,1,1,1,1,1,0,1,0,0,6,1982,28,2,8,2
144,150,Taj Gibson,0,0,0,1,0,0,0,0,0,206.0,102.0,2010,2018,F,24-Jun-85,1,1,1,1,1,1,1,1,1,0,1,0,0,1985,25,1,9,1
145,151,Kyr Irving,0,0,0,1,1,1,0,1,1,190.0,87.0,2012,2018,G,23-Mar-92,0,0,1,1,1,1,1,1,1,1,0,0,0,1992,18,5,7,5
146,152,Ram Sessions,0,0,0,1,0,0,0,1,0,190.0,86.0,2008,2018,G,11-Apr-86,1,1,1,1,1,1,1,1,1,1,0,0,2,1986,24,2,9,2
147,154,Tys Chandler,0,0,0,1,0,0,0,0,0,216.0,108.0,2002,2018,C,2-Oct-82,1,1,1,1,1,1,1,1,1,0,0,1,8,1982,28,1,9,1
148,155,A.J Price,0,0,0,1,0,0,0,0,0,213.0,124.0,2010,2015,G,7-Oct-86,1,1,1,1,1,1,0,0,0,1,0,0,0,1986,24,1,6,1
149,156,Dio Waiters,0,0,0,1,1,0,0,0,0,193.0,102.0,2013,2018,G,10-Dec-91,0,0,0,1,1,1,1,1,1,1,0,0,0,1991,19,2,6,2
150,157,Seb Telfair,0,0,0,1,0,0,0,0,0,183.0,74.0,2005,2015,G,9-Jun-85,1,1,1,1,1,1,0,0,0,1,0,0,5,1985,25,1,6,1
151,158,Chr Bosh,0,0,0,1,0,0,0,0,0,211.0,106.0,2004,2016,F-C,24-Mar-84,1,1,1,1,1,1,1,0,0,0,0,0,6,1984,26,1,7,1
152,159,Kev Love,0,0,0,1,0,0,2,1,0,208.0,113.0,2009,2018,F,7-Sep-88,1,1,1,1,1,1,1,1,1,0,1,0,1,1988,22,4,9,4
153,160,Ant Davis,0,0,0,1,0,0,1,2,0,206.0,97.0,2013,2018,F-C,11-Mar-93,0,0,0,1,1,1,1,1,1,0,0,0,0,1993,17,4,6,4
154,161,Sha Battier,0,0,0,1,0,0,0,0,0,203.0,99.0,2002,2014,F,9-Sep-78,1,1,1,1,1,0,0,0,0,0,1,0,8,1978,32,1,5,1
155,162,Tim Duncan,0,0,0,1,0,1,1,0,0,211.0,113.0,1998,2016,F-C,25-Apr-76,1,1,1,1,1,1,1,0,0,0,0,0,12,1976,34,3,7,3
156,163,Dra Green,0,0,0,1,0,0,0,0,0,201.0,104.0,2013,2018,F,4-Mar-90,0,0,0,1,1,1,1,1,1,0,1,0,0,1990,20,1,6,1
157,164,Rus Westbrook,0,0,0,3,1,0,0,0,0,190.0,90.0,2009,2018,G,12-Nov-88,1,1,1,1,1,1,1,1,1,1,0,0,1,1988,22,4,9,4
158,165,Jas Terry,0,0,0,2,0,0,0,0,0,188.0,83.0,2000,2018,G,15-Sep-77,1,1,1,1,1,1,1,1,1,1,0,0,10,1977,33,2,9,2
159,166,J.R Smith,0,0,0,1,0,1,1,1,0,188.0,86.0,2005,2018,G-F,9-Sep-85,1,1,1,1,1,1,1,1,1,0,0,0,5,1985,25,4,9,4
160,167,Chr Copeland,0,0,0,1,0,0,0,0,0,206.0,108.0,2013,2016,F,17-Mar-84,0,0,0,1,1,1,1,0,0,0,1,0,0,1984,26,1,4,1
161,168,Ekp Udoh,0,0,0,1,2,0,0,0,0,208.0,108.0,2011,2018,C-F,20-May-87,0,1,1,1,1,1,1,1,1,0,0,0,0,1987,23,3,8,3
162,169,Maa Wayns,0,0,0,1,0,0,0,0,0,188.0,90.0,2013,2014,G,2-May-91,0,0,0,1,1,0,0,0,0,1,0,0,0,1991,19,1,2,1
163,170,Sol Jones,0,0,0,1,0,0,0,0,0,208.0,104.0,2007,2014,F,16-Jul-84,1,1,1,1,1,0,0,0,0,0,1,0,3,1984,26,1,5,1
164,171,Jar Sullinger,0,0,0,1,0,0,0,0,0,206.0,117.0,2013,2017,F,4-Mar-92,0,0,0,1,1,1,1,1,0,0,1,0,0,1992,18,1,5,1
165,172,Gre Stiemsma,0,0,0,1,0,0,0,0,0,211.0,117.0,2012,2015,C,26-Sep-85,0,0,1,1,1,1,0,0,0,0,0,1,0,1985,25,1,4,1
166,174,Pat Patterson,0,0,0,1,0,0,1,2,0,206.0,104.0,2011,2018,F,14-Mar-89,0,1,1,1,1,1,1,1,1,0,1,0,0,1989,21,4,8,4
167,175,Spe Hawes,0,0,0,1,0,0,1,0,0,216.0,111.0,2008,2017,C-F,28-Apr-88,1,1,1,1,1,1,1,1,0,0,0,0,2,1988,22,2,8,2
168,176,Mar Gasol,0,0,0,1,0,0,0,0,0,216.0,115.0,2009,2018,C,29-Jan-85,1,1,1,1,1,1,1,1,1,0,0,1,1,1985,25,1,9,1
169,177,Cou Lee,0,0,0,1,0,0,0,0,0,196.0,90.0,2009,2018,G,3-Oct-85,1,1,1,1,1,1,1,1,1,1,0,0,1,1985,25,1,9,1
170,178,Mik James,0,0,0,1,0,0,0,0,0,188.0,85.0,2002,2014,G,23-Jun-75,1,1,1,1,1,0,0,0,0,1,0,0,8,1975,35,1,5,1
171,179,Mic Carter-Williams,0,0,0,1,0,0,2,1,0,198.0,86.0,2014,2018,G,10-Oct-91,0,0,0,0,1,1,1,1,1,1,0,0,0,1991,19,4,5,4
172,180,Rod Stuckey,0,0,0,1,0,0,0,0,0,196.0,95.0,2008,2017,G,21-Apr-86,1,1,1,1,1,1,1,1,0,1,0,0,2,1986,24,1,8,1
173,181,Kri Humphries,0,0,0,1,1,0,0,0,0,206.0,106.0,2005,2017,F-C,6-Feb-85,1,1,1,1,1,1,1,1,0,0,0,0,5,1985,25,2,8,2
174,182,Kev Martin,0,0,0,1,0,0,0,0,0,206.0,106.0,2005,2016,G,1-Feb-83,1,1,1,1,1,1,1,0,0,1,0,0,5,1983,27,1,7,1
175,183,Tay Prince,0,0,0,1,0,0,0,0,0,206.0,96.0,2003,2016,F,28-Feb-80,1,1,1,1,1,1,1,0,0,0,1,0,7,1980,30,1,7,1
176,184,Joh Henson,0,0,0,1,0,0,0,0,0,211.0,103.0,2013,2018,C-F,28-Dec-90,0,0,0,1,1,1,1,1,1,0,0,0,0,1990,20,1,6,1
177,185,Jas Smith,0,0,0,1,1,1,0,1,0,211.0,113.0,2008,2018,F-C,2-Mar-86,1,1,1,1,1,1,1,1,1,0,0,0,2,1986,24,4,9,4
178,186,Ray Allen,0,0,0,1,0,0,0,0,0,203.0,99.0,1997,2014,G,20-Jul-75,1,1,1,1,1,0,0,0,0,1,0,0,13,1975,35,1,5,1
179,187,Kev Seraphin,0,0,0,1,1,1,1,0,0,206.0,129.0,2011,2017,F,7-Dec-89,0,1,1,1,1,1,1,1,0,0,1,0,0,1989,21,4,7,4
180,188,Eva Turner,0,0,0,1,0,0,0,0,0,201.0,99.0,2011,2018,G,27-Oct-88,0,1,1,1,1,1,1,1,1,1,0,0,0,1988,22,1,8,1
181,189,Car Boozer,0,0,0,0,1,0,0,0,0,206.0,117.0,2003,2015,F-C,20-Nov-81,1,1,1,1,1,1,0,0,0,0,0,0,7,1981,29,1,6,1
182,190,Cha Parsons,0,0,0,0,1,3,2,4,1,208.0,104.0,2012,2018,F,25-Oct-88,0,0,1,1,1,1,1,1,1,0,1,0,0,1988,22,11,7,11
183,191,Ben Udrih,0,0,0,0,1,0,0,1,0,190.0,92.0,2005,2017,G,5-Jul-82,1,1,1,1,1,1,1,1,0,1,0,0,5,1982,28,2,8,2
184,192,Aar Brooks,0,0,0,0,1,0,1,0,0,183.0,73.0,2008,2018,G,14-Jan-85,1,1,1,1,1,1,1,1,1,1,0,0,2,1985,25,2,9,2
185,193,Gal Mekel,0,0,0,0,2,0,0,0,0,190.0,86.0,2014,2015,G,4-Mar-88,0,0,0,0,1,1,0,0,0,1,0,0,0,1988,22,2,2,2
186,194,Fra Garcia,0,0,0,0,1,0,0,0,0,201.0,88.0,2006,2015,F-G,31-Dec-81,1,1,1,1,1,1,0,0,0,0,0,0,4,1981,29,1,6,1
187,195,Joe Johnson,0,0,0,0,1,0,0,0,0,201.0,90.0,2002,2018,G-F,29-Jun-81,1,1,1,1,1,1,1,1,1,0,0,0,8,1981,29,1,9,1
188,196,Cha Billups,0,0,0,0,1,0,0,0,0,190.0,91.0,1998,2014,G,25-Sep-76,1,1,1,1,1,0,0,0,0,1,0,0,12,1976,34,1,5,1
189,197,Jos Harrellson,0,0,0,0,1,0,0,0,0,208.0,124.0,2012,2014,C,12-Feb-89,0,0,1,1,1,0,0,0,0,0,0,1,0,1989,21,1,3,1
190,198,Hed Turkoglu,0,0,0,0,1,0,0,0,0,208.0,99.0,2001,2015,F,19-Mar-79,1,1,1,1,1,1,0,0,0,0,1,0,9,1979,31,1,6,1
191,199,Dev Harris,0,0,0,0,1,0,0,0,0,190.0,87.0,2005,2018,G,27-Feb-83,1,1,1,1,1,1,1,1,1,1,0,0,5,1983,27,1,9,1
192,200,Aro Baynes,0,0,0,0,1,0,0,0,0,208.0,117.0,2013,2018,C,9-Dec-86,0,0,0,1,1,1,1,1,1,0,0,1,0,1986,24,1,6,1
193,201,Ron Turiaf,0,0,0,0,2,0,0,0,0,208.0,112.0,2006,2015,F,13-Jan-83,1,1,1,1,1,1,0,0,0,0,1,0,4,1983,27,2,6,2
194,202,Vit Faverani,0,0,0,0,1,0,0,0,0,211.0,117.0,2014,2014,C,5-May-88,0,0,0,0,1,0,0,0,0,0,0,1,0,1988,22,1,1,1
195,203,Tho Robinson,0,0,0,0,1,1,1,0,0,208.0,107.0,2013,2017,F,17-Mar-91,0,0,0,1,1,1,1,1,0,0,1,0,0,1991,19,3,5,3
196,204,Wil Chandler,0,0,0,0,1,2,0,0,0,203.0,102.0,2008,2018,F,10-May-87,1,1,1,1,1,1,1,1,1,0,1,0,2,1987,23,3,9,3
197,205,Ant Bennett,0,0,0,0,2,0,0,0,0,203.0,111.0,2014,2017,F,14-Mar-93,0,0,0,0,1,1,1,1,0,0,1,0,0,1993,17,2,4,2
198,206,Ger Wallace,0,0,0,0,1,0,0,0,0,201.0,97.0,2002,2015,F,23-Jul-82,1,1,1,1,1,1,0,0,0,0,1,0,8,1982,28,1,6,1
199,207,Mil Plumlee,0,0,0,0,1,0,1,0,0,211.0,112.0,2013,2018,C-F,1-Sep-88,0,0,0,1,1,1,1,1,1,0,0,0,0,1988,22,2,6,2
200,208,DeM Cousins,0,0,0,0,1,0,1,1,0,211.0,122.0,2011,2018,C-F,13-Aug-90,0,1,1,1,1,1,1,1,1,0,0,0,0,1990,20,3,8,3
201,209,Ser Karasev,0,0,0,0,1,1,0,0,0,201.0,94.0,2014,2016,G-F,26-Oct-93,0,0,0,0,1,1,1,0,0,0,0,0,0,1993,17,2,3,2
202,210,J.J Hickson,0,0,0,0,1,1,0,0,0,218.0,122.0,2009,2016,F-C,4-Sep-88,1,1,1,1,1,1,1,0,0,0,0,0,1,1988,22,2,7,2
203,211,Bri Roberts,0,0,0,0,1,0,0,0,0,185.0,78.0,2013,2017,G,3-Dec-85,0,0,0,1,1,1,1,1,0,1,0,0,0,1985,25,1,5,1
204,212,Pat Beverley,0,0,0,0,1,0,1,1,0,185.0,83.0,2013,2018,G,12-Jul-88,0,0,0,1,1,1,1,1,1,1,0,0,0,1988,22,3,6,3
205,213,Sha Muhammad,0,0,0,0,1,0,0,0,0,198.0,101.0,2014,2018,F-G,13-Nov-92,0,0,0,0,1,1,1,1,1,0,0,0,0,1992,18,1,5,1
206,214,Chr Andersen,0,0,0,0,1,0,2,0,0,208.0,111.0,2002,2017,F-C,7-Jul-78,1,1,1,1,1,1,1,1,0,0,0,0,8,1978,32,3,8,3
207,215,Ene Kanter,0,0,0,0,1,0,0,0,0,211.0,111.0,2012,2018,C,20-May-92,0,0,1,1,1,1,1,1,1,0,0,1,0,1992,18,1,7,1
208,216,Der Williams,0,0,0,0,2,1,0,0,0,190.0,90.0,2006,2017,G,26-Jun-84,1,1,1,1,1,1,1,1,0,1,0,0,4,1984,26,3,8,3
209,217,Joa Noah,0,0,0,0,1,3,0,1,0,211.0,104.0,2008,2018,C,25-Feb-85,1,1,1,1,1,1,1,1,1,0,0,1,2,1985,25,5,9,5
210,218,Per Jones,0,0,0,0,2,0,0,0,0,211.0,106.0,2013,2015,F,24-Sep-91,0,0,0,1,1,1,0,0,0,0,1,0,0,1991,19,2,3,2
211,219,Joh O'Bryant,0,0,0,0,1,0,0,0,0,206.0,116.0,2015,2018,F-C,1-Jun-93,0,0,0,0,0,1,1,1,1,0,0,0,0,1993,17,1,4,1
212,220,Mal Thomas,0,0,0,0,1,0,0,0,0,206.0,102.0,2012,2015,F,8-Nov-88,0,0,1,1,1,1,0,0,0,0,1,0,0,1988,22,1,4,1
213,221,Khr Middleton,0,0,0,0,1,0,0,0,0,203.0,106.0,2013,2018,F-G,12-Aug-91,0,0,0,1,1,1,1,1,1,0,0,0,0,1991,19,1,6,1
214,222,Ran Foye,0,0,0,0,1,0,0,0,0,193.0,96.0,2007,2017,G,24-Sep-83,1,1,1,1,1,1,1,1,0,1,0,0,3,1983,27,1,8,1
215,223,Cle Early,0,0,0,0,1,1,0,0,0,203.0,95.0,2015,2016,F,17-Apr-91,0,0,0,0,0,1,1,0,0,0,1,0,0,1991,19,2,2,2
216,224,Dwi Howard,0,0,0,0,1,2,0,0,0,211.0,120.0,2005,2018,C,8-Dec-85,1,1,1,1,1,1,1,1,1,0,0,1,5,1985,25,3,9,3
217,225,Kos Papanikolaou,0,0,0,0,1,0,0,0,0,203.0,102.0,2015,2016,F,31-Jul-90,0,0,0,0,0,1,1,0,0,0,1,0,0,1990,20,1,2,1
218,226,Jos McRoberts,0,0,0,0,1,0,0,0,0,208.0,108.0,2008,2017,F,28-Feb-87,1,1,1,1,1,1,1,1,0,0,1,0,2,1987,23,1,8,1
219,227,LeB James,0,0,0,0,1,0,0,0,0,203.0,113.0,2004,2018,F-G,30-Dec-84,1,1,1,1,1,1,1,1,1,0,0,0,6,1984,26,1,9,1
220,228,Isa Canaan,0,0,0,0,1,0,0,0,0,183.0,91.0,2014,2018,G,21-May-91,0,0,0,0,1,1,1,1,1,1,0,0,0,1991,19,1,5,1
221,229,Dou McDermott,0,0,0,0,1,1,0,1,0,203.0,102.0,2015,2018,F,3-Jan-92,0,0,0,0,0,1,1,1,1,0,1,0,0,1992,18,3,4,3
222,230,Jab Parker,0,0,0,0,1,2,0,2,0,203.0,113.0,2015,2017,F,15-Mar-95,0,0,0,0,0,1,1,1,0,0,1,0,0,1995,15,5,3,5
223,231,Ton Wroten,0,0,0,0,1,2,1,0,0,198.0,92.0,2013,2016,G,13-Apr-93,0,0,0,1,1,1,1,0,0,1,0,0,0,1993,17,4,4,4
224,232,All Crabbe,0,0,0,0,0,1,0,1,0,198.0,95.0,2014,2018,G-F,9-Apr-92,0,0,0,0,1,1,1,1,1,0,0,0,0,1992,18,2,5,2
225,233,Kem Walker,0,0,0,0,0,1,2,2,0,203.0,95.0,2012,2018,G,8-May-90,0,0,1,1,1,1,1,1,1,1,0,0,0,1990,20,5,7,5
226,234,Ken Marshall,0,0,0,0,0,3,0,0,0,193.0,90.0,2013,2016,G,19-Aug-91,0,0,0,1,1,1,1,0,0,1,0,0,0,1991,19,3,4,3
227,235,Bis Biyombo,0,0,0,0,0,1,0,0,0,206.0,115.0,2012,2018,C-F,28-Aug-92,0,0,1,1,1,1,1,1,1,0,0,0,0,1992,18,1,7,1
228,236,Lav Allen,0,0,0,0,0,1,1,2,0,206.0,117.0,2012,2017,F-C,4-Feb-89,0,0,1,1,1,1,1,1,0,0,0,0,0,1989,21,4,6,4
229,237,Jam Ennis,0,0,0,0,0,1,0,0,0,201.0,95.0,2015,2018,F,1-Jul-90,0,0,0,0,0,1,1,1,1,0,1,0,0,1990,20,1,4,1
230,238,Tob Harris,0,0,0,0,0,1,0,0,0,190.0,86.0,2012,2018,F,15-Jul-92,0,0,1,1,1,1,1,1,1,0,1,0,0,1992,18,1,7,1
231,239,Rya Anderson,0,0,0,0,0,1,0,0,0,208.0,108.0,2009,2018,F,6-May-88,1,1,1,1,1,1,1,1,1,0,1,0,1,1988,22,1,9,1
232,240,Pau Pierce,0,0,0,0,0,1,0,0,0,201.0,106.0,1999,2017,F-G,13-Oct-77,1,1,1,1,1,1,1,1,0,0,0,0,11,1977,33,1,8,1
233,241,Jar Dudley,0,0,0,0,0,1,0,0,0,201.0,102.0,2008,2018,F-G,10-Jul-85,1,1,1,1,1,1,1,1,1,0,0,0,2,1985,25,1,9,1
